Document	Motif	Probability	Overlap Score	Precursor Mass	Retention Time	Document Annotation	Motif_consensus	Motif_2	Proba_2	Overl_2	Motif_3	Proba_3	Overl_3	Motif_4	Proba_4	Overl_4	Motif_5	Proba_5	Overl_5	Motif_6	Proba_6	Overl_6	Motif_7	Proba_7	Overl_7	Motif_8	Proba_8	Overl_8	Motif_9	Proba_9	Overl_9
1636	M313	0.358	0.078	490.3705	None	None	M313,M65,M137,M0,M141	M65	0.212	0.289	M137	0.131	0.932	M0	0.068	0.8959999999999999	M141	0.061	0.27699999999999997												
1637	M84	0.311	0.601	452.2262	None	None	M84,M306,M220,M137,M110	M306	0.24600000000000002	0.106	M220	0.179	0.44299999999999995	M137	0.12300000000000001	0.728	M110	0.063	0.381												
1638	M4	0.747	0.084	395.15	None	None	M4,M383,M259	M383	0.077	0.193	M259	0.064	0.456																		
1639	M375	0.66	0.19399999999999998	432.3483	None	None	M375,M65,M137	M65	0.2	0.293	M137	0.107	0.9309999999999999																		
164	M351	0.644	0.298	388.21	None	None	M351,M110	M110	0.10300000000000001	0.435																					
1640	M202	0.45299999999999996	0.907	480.4237	None	None	M202,M78,M230	M78	0.35	0.066	M230	0.109	0.782																		
1641	M303	0.9740000000000001	0.027000000000000003	373.2255	None	None	M303																								
1642	M1	0.475	0.307	436.3977	None	None	M1,M230,M396	M230	0.435	0.858	M396	0.053	0.342																		
1643	M48	0.501	0.055	356.2966	None	None	M48,M137,M375	M137	0.26899999999999996	0.9440000000000001	M375	0.188	0.312																		
1644	M202	0.547	0.77	524.4493	None	None	M202,M354,M47,M230	M354	0.295	0.379	M47	0.084	0.919	M230	0.07400000000000001	0.7090000000000001															
1645	M310	0.5589999999999999	0.32299999999999995	330.06	None	None	M310,M351,M200,M322,M382	M351	0.131	0.221	M200	0.13	0.233	M322	0.081	0.792	M382	0.069	0.528												
1646	M396	0.898	0.583	491.0889	None	None	M396																								
1647	M388	0.618	0.32	417.2522	None	None	M388,M152,M180,M353	M152	0.204	0.56	M180	0.08800000000000001	0.35700000000000004	M353	0.071	0.374															
1648	M65	0.358	0.265	319.298	None	None	M65,M137,M220,M0,M110	M137	0.252	0.836	M220	0.172	0.488	M0	0.08900000000000001	0.7140000000000001	M110	0.071	0.36700000000000005												
1649	M145	0.452	0.042	418.3508	None	None	M145,M110,M338	M110	0.20600000000000002	0.8390000000000001	M338	0.203	0.726																		
165	M216	0.997	0.027000000000000003	365.1341	None	None	M216																								
1650	M292	0.534	0.47	293.1729	None	None	M292,M332,M31,M147,M398	M332	0.111	0.737	M31	0.092	0.32899999999999996	M147	0.063	0.087	M398	0.057	0.294												
1651	M48	0.599	0.221	407.2309	None	None	M48,M152,M54	M152	0.20199999999999999	0.5579999999999999	M54	0.157	0.418																		
1652	M63	0.602	0.067	438.2518	None	None	M63,M77,M214	M77	0.159	0.332	M214	0.085	0.157																		
1653	M9	0.873	0.128	239.2471	None	None	M9,M114	M114	0.113	0.177																					
1654	M55	0.9109999999999999	0.052000000000000005	459.2609	None	None	M55																								
1655	M239	0.799	0.091	289.1563	None	None	M239,M114	M114	0.17800000000000002	0.18																					
1656	M370	0.58	0.20800000000000002	375.2049	None	None	M370,M345,M259	M345	0.20800000000000002	0.373	M259	0.115	0.414																		
1657	M202	0.513	0.938	898.6057	None	None	M202,M7,M372,M230	M7	0.35200000000000004	0.765	M372	0.06	0.259	M230	0.055	0.6629999999999999															
1658	M336	0.524	0.691	342.226	None	None	M336,M142,M342,M216	M142	0.21	0.105	M342	0.153	0.166	M216	0.077	0.08900000000000001															
1659	M302	0.65	0.096	409.2098	None	None	M302,M337,M315	M337	0.243	0.809	M315	0.099	0.121																		
166	M193	0.82	0.028999999999999998	425.213	None	None	M193,M157	M157	0.166	0.501																					
1660	M211	0.7140000000000001	0.8270000000000001	708.5085	None	None	M211,M170,M117	M170	0.212	0.46399999999999997	M117	0.073	0.649																		
1661	M202	0.562	0.78	568.4751	None	None	M202,M354,M230	M354	0.201	0.102	M230	0.10300000000000001	0.779																		
1662	M32	0.606	0.055999999999999994	990.59	None	None	M32,M202,M198	M202	0.175	0.828	M198	0.142	0.528																		
1663	M48	0.684	0.2	319.1425	None	None	M48,M259	M259	0.205	0.318																					
1664	M33	0.9690000000000001	0.18100000000000002	561.043	None	None	M33																								
1665	M359	0.698	0.077	497.2852	None	None	M359,M84,M340	M84	0.185	0.44	M340	0.066	0.275																		
1666	M163	0.9990000000000001	0.06	643.3428	None	None	M163																								
1667	M140	0.67	0.19399999999999998	356.1838	None	None	M140,M142,M342,M64	M142	0.155	0.096	M342	0.102	0.14400000000000002	M64	0.07200000000000001	0.20800000000000002															
1668	M157	0.62	0.525	325.1417	None	None	M157,M140,M336,M330	M140	0.165	0.166	M336	0.096	0.557	M330	0.094	0.162															
1669	M134	0.226	0.396	1090.7318	None	None	M134,M202,M18,M160,M372	M202	0.16399999999999998	0.7959999999999999	M18	0.115	0.026000000000000002	M160	0.106	0.237	M372	0.073	0.271												
167	M74	0.912	0.024	451.2298	None	None	M74,M152	M152	0.081	0.561																					
1670	M354	0.331	0.505	464.429	None	None	M354,M202,M230,M47,M334	M202	0.264	0.6	M230	0.175	0.804	M47	0.11800000000000001	0.9209999999999999	M334	0.095	0.342												
1671	M202	0.45299999999999996	0.72	508.4545	None	None	M202,M354,M335,M230,M47	M354	0.289	0.155	M335	0.09	0.35200000000000004	M230	0.081	0.763	M47	0.07400000000000001	0.919												
1672	M246	0.25	0.545	336.3244	None	None	M246,M220,M84,M137,M110	M220	0.215	0.546	M84	0.162	0.552	M137	0.102	0.675	M110	0.078	0.42100000000000004												
1673	M268	0.526	0.158	474.3109	None	None	M268,M33,M47	M33	0.32899999999999996	0.446	M47	0.08900000000000001	0.9229999999999999																		
1674	M170	0.851	0.059000000000000004	395.2753	None	None	M170																								
1675	M126	0.579	0.5920000000000001	562.3712	None	None	M126,M137,M300,M337	M137	0.165	0.91	M300	0.157	0.069	M337	0.099	0.731															
1676	M122	0.466	0.040999999999999995	497.4652	None	None	M122,M82,M34,M31	M82	0.299	0.153	M34	0.142	0.043	M31	0.09300000000000001	0.32299999999999995															
1677	M197	0.951	0.43700000000000006	310.1816	None	None	M197																								
1678	M275	0.736	0.14800000000000002	336.2304	None	None	M275,M22,M45	M22	0.07400000000000001	0.044000000000000004	M45	0.063	0.14300000000000002																		
1679	M340	0.836	0.087	339.1245	None	None	M340,M259	M259	0.163	0.408																					
168	M10	0.777	0.753	453.3666	None	None	M10,M223	M223	0.066	0.574																					
1680	M169	0.307	0.389	472.361	None	None	M169,M220,M375,M137,M264,M0	M220	0.214	0.439	M375	0.175	0.235	M137	0.136	0.7759999999999999	M264	0.053	0.305	M0	0.052000000000000005	0.5660000000000001									
1681	M335	0.863	0.06	217.1039	None	None	M335,M1	M1	0.077	0.195																					
1682	M297	0.85	0.159	377.2336	None	None	M297,M230	M230	0.065	0.768																					
1683	M198	0.387	0.6629999999999999	518.3145	None	None	M198,M329,M202	M329	0.315	0.435	M202	0.244	0.527																		
1684	M199	0.685	0.29100000000000004	599.533	None	None	M199,M137,M290,M350	M137	0.059000000000000004	0.8540000000000001	M290	0.059000000000000004	0.39799999999999996	M350	0.055999999999999994	0.134															
1685	M307	0.8759999999999999	0.102	367.1888	None	None	M307,M317	M317	0.08	0.142																					
1686	M313	0.28	0.06	504.3852	None	None	M313,M65,M137,M141,M110	M65	0.209	0.29100000000000004	M137	0.134	0.833	M141	0.092	0.293	M110	0.059000000000000004	0.33799999999999997												
1687	M15	0.996	0.153	486.0251	None	None	M15																								
1688	M197	0.903	0.442	426.3923	None	None	M197																								
1689	M54	1.0	0.444	304.1523	None	None	M54																								
169	M248	0.972	0.11599999999999999	304.8926	None	None	M248																								
1690	M358	0.7090000000000001	0.087	289.2357	None	None	M358,M184	M184	0.149	0.619																					
1691	M202	0.532	0.7190000000000001	612.5013	None	None	M202,M354,M230	M354	0.33299999999999996	0.152	M230	0.09300000000000001	0.7090000000000001																		
1692	M242	0.34299999999999997	0.195	335.1737	None	None	M242,M317,M96	M317	0.33299999999999996	0.065	M96	0.32299999999999995	0.624																		
1693	M313	0.9990000000000001	0.079	173.0777	None	None	M313																								
1694	M65	0.41100000000000003	0.259	319.298	None	None	M65,M137,M0,M220	M137	0.256	0.877	M0	0.132	0.833	M220	0.086	0.325															
1695	M2	0.534	0.04	226.1581	None	None	M2,M322,M117	M322	0.409	0.863	M117	0.051	0.649																		
1696	M34	0.371	0.085	380.3506	None	None	M34,M137,M47,M220,M0	M137	0.22699999999999998	0.8590000000000001	M47	0.14	0.9109999999999999	M220	0.139	0.379	M0	0.079	0.715												
1697	M198	0.816	0.7909999999999999	504.2625	None	None	M198,M202	M202	0.08	0.866																					
1698	M202	0.725	0.935	552.4803	None	None	M202,M230,M191	M230	0.113	0.7859999999999999	M191	0.11199999999999999	0.016																		
1699	M255	0.818	0.638	496.4182	None	None	M255,M117	M117	0.132	0.688																					
17	M156	0.7979999999999999	0.034	274.2726	None	None	M156,M184	M184	0.083	0.619																					
170	M63	0.998	0.059000000000000004	279.0918	None	None	M63																								
1700	M197	0.843	0.515	491.1289	None	None	M197,M223,M209	M223	0.07	0.48100000000000004	M209	0.052000000000000005	0.363																		
1701	M84	0.306	0.608	496.1767	None	None	M84,M372,M220,M137,M110	M372	0.20800000000000002	0.032	M220	0.17	0.426	M137	0.08900000000000001	0.667	M110	0.087	0.451												
1702	M109	0.45799999999999996	0.231	354.3351	None	None	M109,M220,M137,M84	M220	0.24	0.381	M137	0.11699999999999999	0.613	M84	0.057999999999999996	0.35100000000000003															
1703	M84	0.312	0.628	500.1728	None	None	M84,M76,M220,M110,M137	M76	0.247	0.062	M220	0.19699999999999998	0.488	M110	0.102	0.51	M137	0.08800000000000001	0.65												
1704	M317	0.6729999999999999	0.057999999999999996	335.1737	None	None	M317,M242,M96	M242	0.085	0.18899999999999997	M96	0.078	0.622																		
1705	M33	0.915	0.179	693.1362	None	None	M33																								
1706	M398	0.503	0.085	395.3613	None	None	M398,M82	M82	0.49700000000000005	0.13																					
1707	M198	0.884	0.8290000000000001	460.2367	None	None	M198,M202	M202	0.078	0.865																					
1708	M343	0.9279999999999999	0.013999999999999999	507.2187	None	None	M343,M152	M152	0.059000000000000004	0.5579999999999999																					
1709	M92	1.0	0.275	417.8451	None	None	M92																								
171	M1	0.997	0.309	391.2826	None	None	M1																								
1710	M131	0.369	0.294	490.0209	None	None	M131,M160,M137,M110,M386	M160	0.263	0.431	M137	0.065	0.7709999999999999	M110	0.064	0.33299999999999996	M386	0.064	0.757												
1711	M336	0.9229999999999999	0.655	479.3706	None	None	M336																								
1712	M230	0.495	0.705	289.272	None	None	M230,M354,M225	M354	0.313	0.447	M225	0.177	0.048																		
1713	M391	0.8440000000000001	0.106	389.2601	None	None	M391																								
1714	M354	0.452	0.203	656.5277	None	None	M354,M202,M230	M202	0.452	0.652	M230	0.08900000000000001	0.77																		
1715	M264	0.599	0.441	388.2958	None	None	M264,M137,M323,M0	M137	0.162	0.94	M323	0.10800000000000001	0.242	M0	0.07200000000000001	0.871															
1716	M17	1.0	0.11699999999999999	560.4202	None	None	M17																								
1717	M139	0.9670000000000001	0.08	344.1664	None	None	M139																								
1718	M198	0.78	0.8240000000000001	416.2112	None	None	M198,M91,M202	M91	0.071	0.22899999999999998	M202	0.055999999999999994	0.848																		
1719	M187	0.643	0.49700000000000005	504.3868	None	None	M187,M324,M148	M324	0.122	0.982	M148	0.095	0.121																		
172	M202	0.491	0.877	422.382	None	None	M202,M334,M47,M230,M354	M334	0.287	0.371	M47	0.084	0.919	M230	0.077	0.8009999999999999	M354	0.062	0.29100000000000004												
1720	M337	0.898	0.7879999999999999	174.1269	None	None	M337,M152	M152	0.052000000000000005	0.578																					
1721	M210	0.9640000000000001	0.015	389.2493	None	None	M210																								
1722	M11	0.695	0.397	482.1996	None	None	M11,M5,M108	M5	0.07	0.307	M108	0.057	0.358																		
1723	M80	0.31	0.08	472.3591	None	None	M80,M84,M137,M322,M0	M84	0.259	0.552	M137	0.172	0.8909999999999999	M322	0.092	0.7559999999999999	M0	0.073	0.784												
1724	M78	0.893	0.057	594.4908	None	None	M78,M322	M322	0.106	0.792																					
1725	M300	0.5429999999999999	0.069	534.3401	None	None	M300,M302,M137	M302	0.233	0.228	M137	0.10099999999999999	0.9009999999999999																		
1726	M268	0.526	0.158	474.3109	None	None	M268,M33,M47	M33	0.32899999999999996	0.446	M47	0.08900000000000001	0.9229999999999999																		
1727	M246	0.7559999999999999	0.46399999999999997	280.2619	None	None	M246,M394,M47	M394	0.062	0.193	M47	0.055	0.919																		
1728	M396	0.792	0.64	1270.9374	None	None	M396,M7,M33	M7	0.10800000000000001	0.7190000000000001	M33	0.1	0.14400000000000002																		
1729	M175	0.631	0.012	194.153	None	None	M175,M181,M310	M181	0.244	0.16699999999999998	M310	0.115	0.257																		
173	M119	0.581	0.037000000000000005	473.3925	None	None	M119,M84,M236	M84	0.174	0.562	M236	0.078	0.08																		
1730	M109	0.451	0.252	581.5226	None	None	M109,M220,M84,M378,M29,M137	M220	0.141	0.31	M84	0.107	0.40299999999999997	M378	0.105	0.457	M29	0.057999999999999996	0.568	M137	0.057999999999999996	0.457									
1731	M202	0.478	0.7140000000000001	596.5063	None	None	M202,M354,M230	M354	0.33399999999999996	0.168	M230	0.133	0.821																		
1732	M218	0.516	0.055999999999999994	375.8614	None	None	M218,M243,M92	M243	0.36	0.489	M92	0.124	0.292																		
1733	M77	0.636	0.379	363.2051	None	None	M77,M303	M303	0.297	0.259																					
1734	M275	0.58	0.17600000000000002	444.3238	None	None	M275,M242,M284,M193	M242	0.175	0.067	M284	0.156	0.38	M193	0.08	0.251															
1735	M296	0.863	0.08199999999999999	313.2288	None	None	M296,M114	M114	0.13699999999999998	0.203																					
1736	M378	0.428	0.757	456.4026	None	None	M378,M29,M137	M29	0.295	0.5820000000000001	M137	0.11900000000000001	0.688																		
1737	M187	0.987	0.03	381.2598	None	None	M187																								
1738	M317	0.682	0.067	465.1038	None	None	M317,M33,M308	M33	0.19699999999999998	0.14400000000000002	M308	0.096	0.40299999999999997																		
1739	M209	0.491	0.385	535.3359	None	None	M209,M84,M96,M337,M220	M84	0.146	0.64	M96	0.121	0.623	M337	0.085	0.7609999999999999	M220	0.069	0.474												
174	M169	0.8370000000000001	0.094	270.2777	None	None	M169,M180	M180	0.162	0.35700000000000004																					
1740	M34	0.473	0.081	472.3611	None	None	M34,M137,M0,M197	M137	0.221	0.8759999999999999	M0	0.191	0.889	M197	0.084	0.385															
1741	M281	0.736	0.021	351.1688	None	None	M281,M242,M63	M242	0.191	0.16399999999999998	M63	0.052000000000000005	0.038																		
1742	M243	1.0	0.156	471.182	None	None	M243																								
1743	M267	0.584	0.369	552.4599	None	None	M267,M187,M223,M137	M187	0.183	0.442	M223	0.122	0.502	M137	0.055999999999999994	0.858															
1744	M202	0.816	0.9359999999999999	828.5127	None	None	M202,M7	M7	0.183	0.721																					
1745	M71	0.584	0.866	430.2265	None	None	M71,M198	M198	0.361	0.804																					
1746	M172	0.441	0.067	1134.7526	None	None	M172,M202,M322	M202	0.20800000000000002	0.861	M322	0.129	0.7909999999999999																		
1747	M198	0.882	0.818	548.2885	None	None	M198,M202	M202	0.11	0.885																					
1748	M4	0.687	0.10300000000000001	425.3354	None	None	M4,M137,M141,M28,M0	M137	0.11199999999999999	0.8909999999999999	M141	0.08800000000000001	0.27699999999999997	M28	0.059000000000000004	0.7390000000000001	M0	0.053	0.754												
1749	M165	0.9990000000000001	0.218	312.3242	None	None	M165																								
175	M122	0.9470000000000001	0.28800000000000003	403.2308	None	None	M122																								
1750	M388	1.0	0.387	962.6506	None	None	M388																								
1751	M123	0.5770000000000001	0.304	548.3838	None	None	M123,M170,M224,M117,M15	M170	0.14800000000000002	0.364	M224	0.12	0.196	M117	0.096	0.649	M15	0.057999999999999996	0.37200000000000005												
1752	M191	0.5770000000000001	0.253	1024.7552	None	None	M191,M329,M230	M329	0.32799999999999996	0.35200000000000004	M230	0.095	0.722																		
1753	M43	0.8540000000000001	0.102	390.1046	None	None	M43,M47	M47	0.129	0.9229999999999999																					
1754	M202	0.469	0.721	468.3872	None	None	M202,M255,M230,M47	M255	0.344	0.299	M230	0.08	0.7559999999999999	M47	0.051	0.9															
1755	M306	0.718	0.564	390.3201	None	None	M306,M110	M110	0.10400000000000001	0.528																					
1756	M14	0.828	0.051	345.2303	None	None	M14																								
1757	M104	0.782	0.696	482.2362	None	None	M104,M95	M95	0.14300000000000002	0.6779999999999999																					
1758	M255	0.43700000000000006	0.37	658.507	None	None	M255,M202,M230	M202	0.43200000000000005	0.664	M230	0.109	0.77																		
1759	M336	0.8959999999999999	0.638	524.4287	None	None	M336																								
176	M238	0.823	0.49200000000000005	208.0385	None	None	M238,M79	M79	0.177	0.298																					
1760	M12	0.251	0.451	510.2309	None	None	M12,M199,M95,M108	M199	0.249	0.29600000000000004	M95	0.134	0.469	M108	0.083	0.34															
1761	M275	0.775	0.17800000000000002	360.2306	None	None	M275,M117	M117	0.22399999999999998	0.649																					
1762	M202	0.628	0.797	684.5592	None	None	M202,M255,M230	M255	0.261	0.124	M230	0.099	0.743																		
1763	M390	0.688	0.21	414.3016	None	None	M390,M220,M137	M220	0.131	0.359	M137	0.126	0.833																		
1764	M248	0.914	0.07	230.1741	None	None	M248,M152	M152	0.086	0.561																					
1765	M202	0.8240000000000001	0.9259999999999999	640.5324	None	None	M202,M230,M255	M230	0.109	0.778	M255	0.05	0.047																		
1766	M333	0.612	0.154	574.3996	None	None	M333,M117,M170,M224	M117	0.154	0.649	M170	0.129	0.364	M224	0.105	0.196															
1767	M264	0.248	0.34700000000000003	367.3193	None	None	M264,M137,M220,M96,M110,M0,M317	M137	0.209	0.815	M220	0.149	0.42200000000000004	M96	0.125	0.723	M110	0.08	0.391	M0	0.071	0.688	M317	0.053	0.141						
1768	M390	0.805	0.121	376.3191	None	None	M390,M197	M197	0.18	0.392																					
1769	M350	0.519	0.196	209.1527	None	None	M350,M238	M238	0.47100000000000003	0.46																					
177	M276	0.831	0.057	178.1219	None	None	M276,M254	M254	0.134	0.096																					
1770	M202	0.87	0.9490000000000001	728.5848	None	None	M202,M230	M230	0.12	0.79																					
1771	M133	0.45899999999999996	0.36700000000000005	452.1887	None	None	M133,M377,M345	M377	0.21	0.606	M345	0.193	0.4																		
1772	M337	0.96	0.768	381.2158	None	None	M337																								
1773	M92	0.963	0.306	334.9064	None	None	M92																								
1774	M243	0.5	0.40299999999999997	190.049	None	None	M243,M1	M1	0.499	0.309																					
1775	M112	0.743	0.048	406.2297	None	None	M112,M114	M114	0.19699999999999998	0.203																					
1776	M187	0.9990000000000001	0.034	381.2598	None	None	M187																								
1777	M141	0.397	0.321	368.3507	None	None	M141,M257,M137,M324	M257	0.39299999999999996	0.051	M137	0.158	0.897	M324	0.052000000000000005	0.982															
1778	M259	0.996	0.51	252.0774	None	None	M259																								
1779	M268	0.852	0.107	401.22	None	None	M268																								
178	M267	0.9390000000000001	0.054000000000000006	347.1817	None	None	M267,M152	M152	0.06	0.562																					
1780	M9	0.82	0.139	238.1065	None	None	M9,M41	M41	0.055	0.159																					
1781	M202	0.522	0.838	700.5537	None	None	M202,M191,M230	M191	0.401	0.07400000000000001	M230	0.077	0.7140000000000001																		
1782	M202	0.7879999999999999	0.945	872.5387	None	None	M202,M7	M7	0.203	0.735																					
1783	M101	1.0	0.048	530.3732	None	None	M101																								
1784	M257	0.728	0.042	329.2239	None	None	M257,M114,M193	M114	0.10800000000000001	0.179	M193	0.061	0.251																		
1785	M81	0.536	0.028999999999999998	240.0499	None	None	M81,M371,M82	M371	0.317	0.912	M82	0.059000000000000004	0.109																		
1786	M63	0.778	0.07200000000000001	401.3356	None	None	M63,M96,M371	M96	0.076	0.7340000000000001	M371	0.06	0.867																		
1787	M202	0.539	0.6659999999999999	744.5808	None	None	M202,M329,M230	M329	0.36700000000000005	0.17600000000000002	M230	0.068	0.662																		
1788	M65	0.369	0.163	474.3583	None	None	M65,M84,M220,M137	M84	0.264	0.44799999999999995	M220	0.14	0.41100000000000003	M137	0.092	0.7390000000000001															
1789	M77	0.851	0.36700000000000005	305.1631	None	None	M77																								
179	M144	0.6579999999999999	0.45	224.0108	None	None	M144,M79	M79	0.337	0.298																					
